상세영업상태명,지번주소,도로명주소,도로명우편번호,사업장명,업태구분명,좌표정보(X),좌표정보(Y)
폐업,서울특별시 광진구 광장동 184-2번지 ,,,휘닉스단란주점,단란주점,209545.7653,449560.044
영업,서울특별시 광진구 구의동 246-70번지 ,서울특별시 광진구 자양로18길 34 (구의동),5044,퀸 노래장,단란주점,207484.2064,448394.5836
영업,서울특별시 광진구 광장동 322-7,서울특별시 광진구 아차산로76가길 11 (광장동),4969,리버,단란주점,209416.9562,449424.2331
폐업,서울특별시 광진구 능동 222-3번지 ,,,로마단란주점,단란주점,207107.3622,450416.3913
영업,서울특별시 광진구 중곡동 245-1번지 ,서울특별시 광진구 면목로 105 (중곡동),4913,가연7080 라이브,단란주점,206952.8346,451192.7863
폐업,서울특별시 광진구 중곡동 92-47번지 ,,,연예인단란주점,단란주점,207741.3618,450440.7306
폐업,서울특별시 광진구 구의동 246-3번지 ,,,아이엔지단란주점,단란주점,207564.4762,448369.5689
폐업,서울특별시 광진구 자양동 2-53번지 ,,,콘서트,단란주점,206072.3158,448432.8838
폐업,서울특별시 광진구 자양동 2-46번지 ,서울특별시 광진구 동일로18길 119 (자양동),5073,쥬만지단란주점,단란주점,206048.5227,448434.804
폐업,서울특별시 광진구 화양동 48-31번지 ,,,미가도단란주점,단란주점,205925.0083,448796.7767
영업,서울특별시 광진구 자양동 24-30 ,서울특별시 광진구 동일로 88 (자양동),5071,테스,단란주점,205530.1096,448683.4396
영업,서울특별시 광진구 구의동 257-123 ,서울특별시 광진구 자양로18길 49 (구의동),5042,투투7080라이브,단란주점,207548.7323,448438.582
폐업,서울특별시 광진구 화양동 47-77번지 ,,,쎄시(VIP),단란주점,205943.5704,448815.9061
폐업,서울특별시 광진구 화양동 7-28번지 ,,,젯트영상가요단란주점,단란주점,205998.9313,448769.3173
폐업,서울특별시 광진구 구의동 252-77번지 ,,,아방궁,단란주점,207421.1303,448507.2456
폐업,서울특별시 광진구 구의동 252-117번지 ,,,모닥불단란주점,단란주점,207397.3989,448410.5826
폐업,서울특별시 광진구 화양동 47-67번지 ,,,아파치,단란주점,205908.6839,448831.0736
영업,"서울특별시 광진구 구의동 252-3 ,51 ","서울특별시 광진구 아차산로51길 49 (구의동,,51)",5043,수노래주점,단란주점,207421.5144,448550.3859
영업,서울특별시 광진구 구의동 246-8 지하1층,"서울특별시 광진구 자양로18길 26, 지하1층 (구의동)",5044,벤틀리,단란주점,207451.9786,448383.349
영업,서울특별시 광진구 화양동 114-5 ,서울특별시 광진구 능동로19길 41 (화양동),5009,님프,단란주점,206247.9521,449443.9732
폐업,서울특별시 광진구 구의동 223-65번지 ,,,씨맨단란주점,단란주점,207866.8047,448680.6447
폐업,서울특별시 광진구 화양동 203-0번지 ,,,찌프단란주점,단란주점,206347.8889,449452.7495
영업,서울특별시 광진구 광장동 323-2,서울특별시 광진구 아차산로78길 182 (광장동),4969,리치노래주점,단란주점,209466.6238,449489.3333
폐업,서울특별시 광진구 자양동 2-47번지 ,"서울특별시 광진구 동일로18길 121, 지하1층 (자양동)",5073,남행열차노래장,단란주점,206058.9001,448430.2534
폐업,서울특별시 광진구 화양동 132-1번지 ,,,월드단란주점,단란주점,,
폐업,서울특별시 광진구 구의동 242-82번지 ,,,린다,단란주점,207630.2925,448462.687
폐업,서울특별시 광진구 중곡동 117-6번지 ,,,하모니,단란주점,207706.3332,450355.3445
폐업,서울특별시 광진구 화양동 7-38번지 ,,,뉴스타,단란주점,206048.6184,448748.1976
폐업,서울특별시 광진구 구의동 257-103번지 ,,,은하수단란주점,단란주점,207508.8857,448423.2513
영업,서울특별시 광진구 화양동 49-14번지 ,서울특별시 광진구 동일로22길 40 (화양동),5020,가온,단란주점,205794.7956,448852.3032
영업,서울특별시 광진구 광장동 186,"서울특별시 광진구 아차산로78길 165, 지하1층 (광장동)",4969,송앤푸드,단란주점,209559.4784,449524.3415
폐업,서울특별시 광진구 구의동 199-6번지 ,,,람바다,단란주점,208385.6149,448722.9525
폐업,서울특별시 광진구 구의동 246-47번지 ,,,월드컵단란주점,단란주점,207483.5859,448359.1285
폐업,서울특별시 광진구 자양동 779-10번지 ,,,별궁,단란주점,,
폐업,서울특별시 광진구 구의동 221-12번지 ,서울특별시 광진구 구의로 21 (구의동),5041,골드,단란주점,207828.8476,448635.5766
폐업,서울특별시 광진구 구의동 252-43번지 ,,,아리랑,단란주점,207340.2924,448374.7206
폐업,서울특별시 광진구 화양동 17-1번지 ,,,파라오단란주점,단란주점,206136.3135,449461.6286
폐업,서울특별시 광진구 중곡동 245-1번지 ,,,뉴비지니스킹카,단란주점,206952.8346,451192.7863
폐업,서울특별시 광진구 구의동 243-30번지 ,,,동서울비지니스단란주점,단란주점,207656.0114,448448.7274
폐업,서울특별시 광진구 구의동 246-40번지 ,서울특별시 광진구 아차산로 389 (구의동),5044,세븐,단란주점,207528.016,448344.155
폐업,서울특별시 광진구 구의동 68-34번지 ,,,윙크 단란주점,단란주점,207517.7207,449235.5036
영업,서울특별시 광진구 화양동 111-161번지 ,서울특별시 광진구 능동로19길 36 (화양동),5009,화음노래광장,단란주점,206276.7696,449466.3607
폐업,서울특별시 광진구 자양동 679-31번지 ,,,쉬작,단란주점,207459.2549,447773.81
폐업,서울특별시 광진구 화양동 21-41번지 ,,,천지단란주점,단란주점,205955.0647,449500.9083
폐업,서울특별시 광진구 광장동 21 ,서울특별시 광진구 워커힐로 177 (광장동),4963,리바(Re:BAR),단란주점,209766.9736,450385.0007
폐업,서울특별시 광진구 광장동 188-2번지 ,"서울특별시 광진구 아차산로78길 147, 지하1층 (광장동)",4969,썸,단란주점,209602.114,449468.7096
